username,text,date
Michel Assunção 🇧🇷,@leandroruschel E esse aqui que defende o assassinato de brancos? https://t.co/kDYkLcnEaG,2019-05-17 14:12:31 UTC
pombo de 3 olhos,"O Assassinato do Estilo de Vestimenta Pessoal Feminino Através do Relacionamento Hétero, a thread:",2019-05-17 14:11:50 UTC
mr fox,@rodpocket @nehjuly tu viu esse triste assassinato?,2019-05-17 14:11:21 UTC
ARede,Polícia Civil encontra foragido por assassinato no Costa Rica https://t.co/lP4TRhp80F https://t.co/foq7csD3i4,2019-05-17 14:09:36 UTC
José Arimatéia,"Lula e Dirceu comandavam esquema que resultou no assassinato de Celso Daniel, segundo ex-petista https://t.co/mMyRn0n70a via @VEJA",2019-05-17 14:06:38 UTC
vini 🌈,@ananechini Assassinato de uma estrela,2019-05-17 14:05:56 UTC
Anny 🦁,"Porra, tiroteiro essa hr. 🤦🏼‍♀️",2019-05-17 09:42:37 UTC
ednei bispo dos sant,"Esse governo está mais perdido , que cego em tiroteiro. https://t.co/8dAluHIrmY",2019-05-17 02:11:17 UTC
marianabh19,A mesma pessoa só que mais cego no tiroteiro https://t.co/KnyhGgVtm7,2019-05-16 14:12:50 UTC
CamposOvo,"De recem chegou  metade da semana e eu já tô mais perdido que cego em tiroteiro, nunca achei que ia querer ter aula de volta.",2019-05-15 20:59:07 UTC
Felipe Torezani,"@JanainaDoBrasil Mais perdida que cego em tiroteiro hein, deputada.",2019-05-15 16:34:37 UTC
João Pedro,Terceira noite seguida que eu to sonhando com tiroteiro e eu sempre levo o tiro 👀,2019-05-15 11:57:41 UTC
zzzzz,Mas isso aqui é um tiroteiro de gente falando merda hein,2019-05-15 03:52:27 UTC
renata,começou os tiroteiro nessa merda o pobre não tem uma paz,2019-05-15 01:43:28 UTC
miss stark,"não sei o que é pior 
ficar presa no engarrafamento ou ficar apavorada pq cada vez mais rs perto do tiroteiro da penha",2019-05-14 22:09:39 UTC
Marcela Lacerda,@lethmelgaco Uai calma ai ne fia avisa que ta tendo tiroteiro q eu abaixo,2019-05-14 21:48:47 UTC
Taye,Eu abrindo o R.A e vendo uma nota decente após levar um tiroteiro de notas ruins https://t.co/WHDAVl6bRe,2019-05-14 17:31:26 UTC
Tércio R.,@RLagoa @TheCitizensBR @Jack_Gaughan A verdade é que ninguém sabe de nada. As fontes do City estão mais perdidas que cego em tiroteiro.,2019-05-14 10:17:46 UTC
Kauana,Toda vez q vou p castelo branco fico mais perdida q cego em tiroteiro. ódio!!!!,2019-05-14 00:09:16 UTC
hellen so chora,Vai começar o tiroteiro https://t.co/EYI3X5g622,2019-05-13 22:21:05 UTC
thiago e tarelli são a msm pessoa,Que Deus nos ajude porque essa semana vai ser pipoco e tiroteiro,2019-05-13 12:15:21 UTC
Giu Feijão,To mais perdida q cego em tiroteiro,2019-05-12 23:19:01 UTC
Fogo Cruzado PE,@laryssatrayce Bom dia. Saberia informar local e hora do tiroteiro? Pode ser por DM!,2019-05-12 21:29:57 UTC
CLEI,Va2cù tá mais perdido que cedo em tiroteiro . Kkkkkk,2019-05-12 19:47:03 UTC
Apanhados.pt,Vídeo arrepiante do tiroteio 😲 https://t.co/BytEy0GNTH,2019-05-12 18:45:47 UTC
miando,"se não rolou briga tiroteiro e bomba no seu dia das mães, você é privilegiado sim",2019-05-12 18:37:42 UTC
Ana H,"@Cecireiis Siiim, tava no Lolla e o tiroteiro foi na praça",2019-05-12 15:51:12 UTC
aline,ah sei lá teve tiroteiro fora do lolla ontem e eu só não queria morrer kkkkkkkkkk,2019-05-12 14:21:35 UTC
sofi,tao sabendo q rolo um tiroteiro na praça da espanha? ainda bem q eu tava na trajano hj,2019-05-12 05:50:09 UTC
Saura,"Me encontro extremamente viciada em Tiroteiro da trava, da @BonddDanny",2019-05-12 05:17:33 UTC
bc,mano e esse tiroteiro q teve aqui na rua de casa,2019-05-11 21:08:50 UTC
la boysinha,eu marina e luiza sem cel e temos um seminário para apresentar segunda=cego no tiroteiro,2019-05-11 19:09:23 UTC
Silva 🌚,Que papo é esse de tiroteiro na 13 gnt?,2019-05-11 14:23:45 UTC
rafinha,mais perdida doque cega em tiroteiro nessa maringá,2019-05-11 04:58:41 UTC
Laryssa Jordão,Só que agora to mais perdida do que cego em tiroteiro com as atualizações https://t.co/o6cgcESEA2,2019-05-11 02:48:01 UTC
EuVitoria157,"Teve tiroteiro na rua do meu pai ontem, misericórdia 😪😪",2019-05-10 20:58:12 UTC
Letícia Marques,eu to mais perdida que sego em tiroteiro nessa matéria de hj,2019-05-10 20:44:38 UTC
maick 😇,gente deu tiroteiro numa escola aqui mds,2019-05-10 16:51:26 UTC
ㅤ ㅤ,@juhmarculino tiroteiro é só quando se mora no rio de janeiro mesmo kkkkkk,2019-05-10 12:20:15 UTC
bibiª,e eu que to no meio do tiroteiro do harlley e tales com essas arminhas de mentira que eu não sei o nome,2019-05-09 20:36:30 UTC
Rádio 93FM,Tiroteiro fecha BR-101 em Angra Dos Reis. https://t.co/OObn4jRwgx,2019-05-09 15:05:32 UTC
call me and,@shangri_lu AMO tipo aqui em casa que tem tiroteiro aqui na frente e o papai sai correndo pra ver o que é na janela,2019-05-09 03:09:21 UTC
Anny 🦁,"Porra, tiroteiro essa hr. 🤦🏼‍♀️",2019-05-17 09:42:37 UTC
ednei bispo dos sant,"Esse governo está mais perdido , que cego em tiroteiro. https://t.co/8dAluHIrmY",2019-05-17 02:11:17 UTC
marianabh19,A mesma pessoa só que mais cego no tiroteiro https://t.co/KnyhGgVtm7,2019-05-16 14:12:50 UTC
CamposOvo,"De recem chegou  metade da semana e eu já tô mais perdido que cego em tiroteiro, nunca achei que ia querer ter aula de volta.",2019-05-15 20:59:07 UTC
Felipe Torezani,"@JanainaDoBrasil Mais perdida que cego em tiroteiro hein, deputada.",2019-05-15 16:34:37 UTC
João Pedro,Terceira noite seguida que eu to sonhando com tiroteiro e eu sempre levo o tiro 👀,2019-05-15 11:57:41 UTC
zzzzz,Mas isso aqui é um tiroteiro de gente falando merda hein,2019-05-15 03:52:27 UTC
renata,começou os tiroteiro nessa merda o pobre não tem uma paz,2019-05-15 01:43:28 UTC
miss stark,"não sei o que é pior 
ficar presa no engarrafamento ou ficar apavorada pq cada vez mais rs perto do tiroteiro da penha",2019-05-14 22:09:39 UTC
Marcela Lacerda,@lethmelgaco Uai calma ai ne fia avisa que ta tendo tiroteiro q eu abaixo,2019-05-14 21:48:47 UTC
Taye,Eu abrindo o R.A e vendo uma nota decente após levar um tiroteiro de notas ruins https://t.co/WHDAVl6bRe,2019-05-14 17:31:26 UTC
Tércio R.,@RLagoa @TheCitizensBR @Jack_Gaughan A verdade é que ninguém sabe de nada. As fontes do City estão mais perdidas que cego em tiroteiro.,2019-05-14 10:17:46 UTC
Kauana,Toda vez q vou p castelo branco fico mais perdida q cego em tiroteiro. ódio!!!!,2019-05-14 00:09:16 UTC
hellen so chora,Vai começar o tiroteiro https://t.co/EYI3X5g622,2019-05-13 22:21:05 UTC
thiago e tarelli são a msm pessoa,Que Deus nos ajude porque essa semana vai ser pipoco e tiroteiro,2019-05-13 12:15:21 UTC
Giu Feijão,To mais perdida q cego em tiroteiro,2019-05-12 23:19:01 UTC
Fogo Cruzado PE,@laryssatrayce Bom dia. Saberia informar local e hora do tiroteiro? Pode ser por DM!,2019-05-12 21:29:57 UTC
CLEI,Va2cù tá mais perdido que cedo em tiroteiro . Kkkkkk,2019-05-12 19:47:03 UTC
Apanhados.pt,Vídeo arrepiante do tiroteio 😲 https://t.co/BytEy0GNTH,2019-05-12 18:45:47 UTC
miando,"se não rolou briga tiroteiro e bomba no seu dia das mães, você é privilegiado sim",2019-05-12 18:37:42 UTC
Ana H,"@Cecireiis Siiim, tava no Lolla e o tiroteiro foi na praça",2019-05-12 15:51:12 UTC
aline,ah sei lá teve tiroteiro fora do lolla ontem e eu só não queria morrer kkkkkkkkkk,2019-05-12 14:21:35 UTC
sofi,tao sabendo q rolo um tiroteiro na praça da espanha? ainda bem q eu tava na trajano hj,2019-05-12 05:50:09 UTC
Saura,"Me encontro extremamente viciada em Tiroteiro da trava, da @BonddDanny",2019-05-12 05:17:33 UTC
bc,mano e esse tiroteiro q teve aqui na rua de casa,2019-05-11 21:08:50 UTC
la boysinha,eu marina e luiza sem cel e temos um seminário para apresentar segunda=cego no tiroteiro,2019-05-11 19:09:23 UTC
Silva 🌚,Que papo é esse de tiroteiro na 13 gnt?,2019-05-11 14:23:45 UTC
rafinha,mais perdida doque cega em tiroteiro nessa maringá,2019-05-11 04:58:41 UTC
Laryssa Jordão,Só que agora to mais perdida do que cego em tiroteiro com as atualizações https://t.co/o6cgcESEA2,2019-05-11 02:48:01 UTC
G1,"Márcio foi morto a tiros no dia 19 de setembro de 2018, quando chegava na casa dele https://t.co/KbOhupP8Sv #G1",2019-05-17 15:15:00 UTC
fórmula da água,Acho que não vai demorar muito para alguém curar o ~câncer do Queiroz com sete tiros na cabeça,2019-05-17 15:13:24 UTC
André ✠ 🚩,"Espero que seu novo namorado te dê tudo o que não te dei, um chifre e dois tiros 😂😂",2019-05-17 15:12:08 UTC
th,@curica_ Oh Deus kkkkkk,2019-05-17 15:11:40 UTC
rachel📌au!changjin,"@neofulllsun Misericórdia imagina beijar alguém enquanto ouve uma música que fala sobre massacre, morte e tiros",2019-05-17 15:11:13 UTC
léo,"@carrrlus esperava ser recebido com o frio, mas recebeu tiros",2019-05-17 15:08:40 UTC
João Marcolino,* Apodi: Popular é morto a tiros na comunidade de Santa Rosa. https://t.co/VpUpgtX2s0,2019-05-17 15:07:41 UTC
lari should be writing,@hawtkeye claramente eu sou o panda desviando dos tiros kkkkkk,2019-05-17 15:06:40 UTC
valeseuclick.com,80 tiros só em negro e pobre... https://t.co/hb1WnkOqBV,2019-05-17 15:05:57 UTC
Sadlove,"Espero que seu novo namorado te dê tudo o que não te dei, um chifre e dois tiros",2019-05-17 15:02:49 UTC
José Carlos R. Arana,@cidadaoprimata Segurança me lembra os 200 tiros.,2019-05-17 15:01:27 UTC
Fogo Cruzado RJ,@Crfgaby_ Boa tarde! Saberia informar o local e horário aproximados dos tiros? Pode ser por DM.,2019-05-17 15:00:34 UTC
SEP Revoltado,"@Astronomiaum Quero ver eles chegarem no ""lado oculto"" e trocarem tiros (de laser) com os aliens que vivem lá.",2019-05-17 14:59:35 UTC
brendoca,E ESSES TIROS DA @MariliaMReal EM PLENA SEXTA-FEIRAAAA ........... https://t.co/SVkS1jpzZk,2019-05-17 14:59:24 UTC
PLANTÃO POLICIAL,Ex-presidiário é morto a tiros por preso que estava com benefício de saída temporária https://t.co/9cb8VI5957 https://t.co/0hIgVE7oNk,2019-05-17 14:59:23 UTC
M E S O,"Copos pro ar, gata com cabelo ao vento
Fogos e tiros pro alto, quem é jogador, brinda o momento",2019-05-17 14:56:06 UTC
José Eduardo Veiga,a branquela não tomou tiros. sem espanto para ninguém no brasiu. https://t.co/19x9GqKIjG,2019-05-17 14:55:40 UTC
TV Liberal,Homem é condenado por matar mulher a tiros na Pedreira | Pará | G1 https://t.co/F8RPHKAkVT,2019-05-17 14:52:31 UTC
G1 Parana,"Imagens mostram PMs atirando em carro de rapaz durante abordagem, em Curitiba; tiros começaram antes de persegu... https://t.co/1jwXQX0M80",2019-05-17 14:52:21 UTC
G1 PR Norte/Noroeste,"Imagens mostram PMs atirando em carro de rapaz durante abordagem, em Curitiba; tiros começaram antes de persegu... https://t.co/dUfWls8i61",2019-05-17 14:52:10 UTC
G1 Campos Gerais-Sul,"Imagens mostram PMs atirando em carro de rapaz durante abordagem, em Curitiba; tiros começaram antes de persegu... https://t.co/3T7drj3m7o",2019-05-17 14:52:08 UTC
G1 Paraná Oeste,"Imagens mostram PMs atirando em carro de rapaz durante abordagem, em Curitiba; tiros começaram antes de persegu... https://t.co/CbYVsLMvxe",2019-05-17 14:52:06 UTC
cami; midam lets debut!!!!,ai tô confusa acabei de acordar e tô levando 72738 tiros diferentes,2019-05-17 14:49:07 UTC
Pretinha 🌹,@nataleolv Um tiro também não seria nada mal e dar uns tiros também kkkkkkkkkk,2019-05-17 14:48:42 UTC
th,@curica_ O que tá aprontando kkkkkkkk,2019-05-17 14:47:55 UTC
syllas,"Mas são 80 tiros de alerta, tem que deixar claro isso aí :) https://t.co/9MZPcIg6wV",2019-05-17 14:47:16 UTC
J-jotak,"@jairbolsonaro Cara, deram 12 tiros em um cara em minha cidade, acho q foi culpa do nosso Presidente...
Vai q a moda pegue..",2019-05-17 14:47:03 UTC
Jennifer ♏️,do nada vários tiros AFF,2019-05-17 14:46:33 UTC
tata,"sonhei que levei vários tiros, foi estranho credo",2019-05-17 14:45:11 UTC
Inimiga do fim,"A pomba branca tem dois tiros no peito, pla pla  🔫",2019-05-17 14:42:15 UTC
Menor CH,Dar uns tiros no ff,2019-05-17 14:41:01 UTC
psilvestre,8 tiros! Caso aislado... https://t.co/NdCy2tdUh8,2019-05-17 14:38:43 UTC
ESPAÇO MILITAR,"BANDIDOS ATERRORIZAM, TROCAM TIROS COM POLICIAIS, INVADEM RESIDÊNCIAS E CONTINUAM SOLTOS - https://t.co/YuACBfmlKD https://t.co/POgSCifSa1",2019-05-17 14:33:52 UTC
teodoro,sorte que teve o air bag e nem precisou de 200 tiros de advertência https://t.co/YjA3JSso3h,2019-05-17 14:32:36 UTC
ilovebailes (+18),80 TIROS EXÉRCITO ASSASSINO ! https://t.co/4RDOt9dVuG,2019-05-17 14:32:32 UTC
αℓαѕкα🌙,"@jooniieart @nakamottoke @wang_trosh Ai meu senhoor já acordo com esses tiros 🤧

Mdss vc é um anjo, amo vc 🥺💜💜",2019-05-17 14:27:51 UTC
9 YORKINIS,"Branco na zona sul: perseguição sem tiros depois de furar blitz
Negro na zona norte: 80 tiros sem nem ter blitz https://t.co/ZiGFKF0zpC",2019-05-17 14:27:17 UTC
9 YORKINIS,"@g1 Branco na zona sul: perseguição sem tiros depois de furar blitz
Negro na zona norte: 80 tiros sem nem ter blitz",2019-05-17 14:27:04 UTC
RICTV Record SC,Homem é assassinado com três tiros no Norte do Estado. #NDMais https://t.co/nXQfhZnqTz,2019-05-17 14:27:02 UTC
ND Mais,Homem é assassinado com três tiros no Norte do Estado. #NDMais https://t.co/gkhmuJlyab,2019-05-17 14:27:02 UTC
Queren do,Gente esse barulho aí são tiros? Sabem se tá rolando alguma invasão por aqui?,2019-05-17 14:25:53 UTC
Gesser 🇧🇷🇺🇸,"Problema da DC nunca foram os atores, e sim os filmes.
Shazam e Aquaman foram tiros certos, porém os únicos até então.",2019-05-17 14:25:48 UTC
Flavio R. Sampaio,Na zona sul ninguém leva 80 tiros... 😢 https://t.co/xue57bnUr0,2019-05-17 14:24:19 UTC
joao gabriel,@CarlosFelippe7 eu acho q não convocar o fabinho e convocar o gabriel jesus em péssima fase eh 2 tiros no pé,2019-05-17 14:24:08 UTC
LF,vai ter daft punk em tiros? to perdido,2019-05-17 14:23:25 UTC
joaquim,"troco ideia, troco socos, troco tiros, só não troco likes e seguidores",2019-05-17 14:17:18 UTC
Victor Berretta,Na pista premium não tem 80 tiros! https://t.co/z8x9CN6sli,2019-05-17 14:15:13 UTC
Kermit_O_Cacofônico,@haranlopes @g1 Teria morrido com mais de 80 tiros...,2019-05-17 14:14:04 UTC
Portal Pérola,"Após troca de tiros, PRF recupera carro e celulares roubados de caminhoneiros na Régis Bittencourt https://t.co/bFi6MKdlRH",2019-05-17 14:13:47 UTC
Waguinho,"CADÊ OS SNIPERS?

CADÊ OS 200 TIROS?

AH, FOI NA ZONA SUL, LÁ NÃO TEM BALA PERDIDA e NEM, ENGANO... https://t.co/ASKG6rfP8M",2019-05-17 14:13:00 UTC
Cristiano Souza,"E quantos tiros deram nesse carro? Nenhum, né? Entendi... https://t.co/5h0POpFL6T",2019-05-17 14:12:16 UTC
Ariel Nunes 🇪🇪,Se fosse preto tinha tomado 83 tiros. E falam que não existe racismo. https://t.co/dtS0ITpvTn,2019-05-17 14:11:50 UTC
Eighteen ❤,"Minha sexta feira já começou animada, correr a beça dos tiros. 😂🙌",2019-05-17 14:11:33 UTC
Mc vinicin sr,"@juguimaraesc ufa, to afim até de soltar foguete e da uns tiros pro alto",2019-05-17 14:11:32 UTC
Simone Diniz,Quantos tiros? https://t.co/i9X24lLqMl,2019-05-17 14:11:31 UTC
Bruno Oliveira,"@g1 E sem os 80 tiros de ""advertência"".",2019-05-17 14:10:51 UTC
RIC Mais PR,Homem é morto por tiros quando chegava em casa em Colombo https://t.co/WePcBOZoAg,2019-05-17 14:10:36 UTC
Ana Isabel,"Branca, zona sul, sem tiros. https://t.co/mmoLZtn9Go",2019-05-17 14:09:56 UTC
Dyllan♪,"5 Km. 3 batidas. 0 tiros disparados. Zona Sul.
Irônico https://t.co/ZKNVL0euIS",2019-05-17 14:09:35 UTC
lele △ take off,achou que ia receber créditos vai levar tiros https://t.co/9aWH8hibSJ,2019-05-17 14:07:37 UTC
Carmen,"@SF_Moro Que comece pelo prefeito do Rio,aquele que disparou tiros sobre uma comunidade da cidade que ele é prefeito.",2019-05-17 14:03:59 UTC
Felipe,Vou dar uns tiros... rs',2019-05-17 14:03:54 UTC
maria luiza,@g1 Tiros somente se a pessoa for negra,2019-05-17 14:03:28 UTC
Not today,Pq ela não levou 200 tiros? 🤔 https://t.co/d4Y2dKo6AZ,2019-05-17 14:01:38 UTC
leal,"ué não teve mais de 220 tiros? 
Isso é só na favela ne? https://t.co/CwzLIrSwJg",2019-05-17 14:00:56 UTC
PREMIERE LINE,"CRITICANDO: John Wick Parabellum – Mais cachorros, mais tiros e mais mitos! https://t.co/VaqvBk1dOm https://t.co/iCua2K48uc",2019-05-17 14:00:00 UTC
vicki xcx,"também dou MIL tiros com uma arma foda e nada
me dao 2 com um rifle de BOSTA e acaba minha vida na hora 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻",2019-05-17 13:59:38 UTC
Tory 💎,"GENTE, QUANTOS TIROS O JUSTIN DEU NO FANDOM EM UM VÍDEO SÓ? NÃO ESTAVA PREPARADA
#IDontCareMusicVideo",2019-05-17 13:59:03 UTC
libero,vsf reaper é mt apelão ele dá dois/três tiros mata um tank vsf,2019-05-17 13:57:46 UTC
daniela,a merda desses tiros quase me fizeram perder a prova hoje https://t.co/zSdwuDNwQC,2019-05-17 13:56:09 UTC
🔥     PK     🔥,"To querendo dar uns tiros no ff, mas meu wifi ta horrível",2019-05-17 13:55:41 UTC
Arthur Miranda Copa do Brasil 6x1,"https://t.co/tkzE8kPD6m

Na área nobre não tem 200 tiros.",2019-05-17 13:55:05 UTC
Jυliи 💸,"mais um dia normal no bom pastor, onde vc não é acordado com barulho de pássaros, mas sim de tiros 😂😂😂😂😂 https://t.co/FyeHPYr8z9",2019-05-17 13:54:51 UTC
Dark skin 🔥,"um menino negro de 11 anos é baleado por policiais e tem morte cerebral, a familia decide doar os órgãos. atitude nobre pra crl",2019-05-17 15:16:00 UTC
G1 Acre,Adolescente baleado na cabeça durante tiroteio não resiste e morre em hospital no AC https://t.co/khQ1biFAl8,2019-05-17 15:08:37 UTC
PAIZÃO DEIXA FORTE 👴🏽🚩,Mais foi baleado ? — Sim 🖓 https://t.co/9ShP8u8PYJ,2019-05-17 14:56:25 UTC
vampnessa 🎃,"""um suspeito foi baleado... ele levou um tiro na... bunda!! já já a informação aqui pra vocês""",2019-05-17 14:36:56 UTC
Valfredo,"Apenado é baleado ao tentar roubar agente penitenciário em Vilhena, RO https://t.co/5ohY31n5J1",2019-05-17 14:26:06 UTC
Maikon Ferreira.,fraco e baleado,2019-05-17 14:19:36 UTC
G1 Rondônia,"Apenado é baleado ao tentar roubar agente penitenciário em Vilhena, RO https://t.co/W8OofR3zxm",2019-05-17 14:14:20 UTC
Rondoniagora,Agente penitenciário reage a tentativa de assalto e deixa ladrão baleado; comparsa fugiu https://t.co/e7PdRd4H3A,2019-05-17 14:08:47 UTC
ᶜᵃᵈᵘ™,Eu acho engraçado um racista baleado,2019-05-17 14:01:08 UTC
GaúchaZH,"Cão comunitário baleado e mutilado em Nova Hartz é adotado

https://t.co/EU0HAMkTJE",2019-05-17 14:00:02 UTC
Rio De Janeiro Info,Menino de 11 anos baleado no Rio de Janeiro tem morte cerebral – Rio De Janeiro Video https://t.co/KAFHwv2ao1 https://t.co/fGw4xYTzfT,2019-05-17 14:00:01 UTC
G1 Zona da Mata,Jovem morre após ser baleado no rosto em Juiz de Fora https://t.co/hH2S1viKIU,2019-05-17 13:36:15 UTC
#Onoroeste,Falso policial é detido ao render adolescente e ser baleado pela PM em MT | Mato Grosso https://t.co/aJzt3szE9F,2019-05-17 13:21:58 UTC
Noticias do Brasil,Mãe de menino baleado na Vila Aliança não consegue voltar para casa: 'Traumatizada' - Extra https://t.co/vckrWK19up,2019-05-17 13:21:24 UTC
G1 Mato Grosso,Falso policial é detido ao render adolescente e ser baleado pela PM em MT https://t.co/QSH6JO7GpP,2019-05-17 13:14:24 UTC
Rondoniaqui News,Homem é baleado ao tentar roubar agente penitenciário em Vilhena #Assalto #Vilhena https://t.co/eOQTD8fOcM https://t.co/jodGpMSai1,2019-05-17 13:11:37 UTC
OlharCidade.com.br,"Jovem é baleado após se passar por policial e tentar sequestrar adolescente em Terra Nova do Norte
https://t.co/UincLCHwhv",2019-05-17 13:06:19 UTC
Caldeirão 🔥,"OBS: Ele ja havia sido baleado, estava indo pra upa e tomou outro tiro... https://t.co/gMQguXZ4Fx",2019-05-17 13:04:35 UTC
